ModesCode;LabelWeb;ActiveLanguage;DescriptionLong;Characteristics;composition;type
EQWFT03190;ESSENTIALCREW (GCC0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Crew Neck
__Wash:__ Pigment Garment Dye with Softener Wash for Vintage Look
Brushed Fleece
Tonal Embroidered Logo at Chest
Rib 2x2 at Collar
Cuffs
And Bottom
Woven Flag Label at Left Side";[Main Fabric] 100% Organic Cotton;Crew Neck
EQWFB03063;LIFFORD PANT (KTP0);master;"&nbsp;";"__Fabric:__ Cotton polyester blend [250 g/m2]
__Fit:__ High waist wide legs fit
Elasticated waist
Drawcord on waistband for adjustable waist
Contrasted matching fabric side panels
Side pocket
Quiksilver recycled label pack";[Main Fabric] 75% Cotton, 25% Polyester;Joggers
EQYPF03082;NO DESTINATION (WEG0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
Warmflight technology for heat retention with high breathability
MADE BETTER
Made with 100% recycled polyester fibres from textile Waste and plastic bottles
__Fabric:__ Micro fleece
__Fabric:__ Jiaren recycled polyester, recycled polyester fabric [190 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Hand pockets
Zip-up chest pocket
Stretch binding at cuff and hem

";[Main Fabric] 100% Recycled Polyester;Half Zip Fleece
EQWFB03064;BOLEA FLEECE SH (RQZ0);master;"&nbsp;";"__Fabric:__ Flat back rib cotton [350 g/m2]
__Fit:__ Classic, comfortable regular fit
Elasticated waist with drawcord
Quiksilver lettering HD print on left hand side leg
Quiksilver recycled label pack";[Main Fabric] 100% Cotton;Sweat Shorts
EQWFT03189;STANDARDHOODIE (KVJ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03188;STANDARDCREW (RQZ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Crew Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Woven Flag Label at Left Side";[Main Fabric] 100% Organic Cotton;Crew Neck
EQWFT03188;STANDARDCREW (BGA0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Crew Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Woven Flag Label at Left Side";[Main Fabric] 100% Organic Cotton;Crew Neck
EQWFT03188;STANDARDCREW (PFJ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Crew Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Woven Flag Label at Left Side";[Main Fabric] 100% Organic Cotton;Crew Neck
EQYPF03072;NO DESTINATION (CJZ0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
WarmFlight technology for heat retention with high breathability
MADE BETTER
Made with 1recycled polyester fibres from textile Waste and plastic bottles
__Fabric:__ Micro fleece
Jiaren Recycled Polyester, recycled polyester, 190 g/m2
FEATURES
__Fit:__ Regular fit 
__Pockets:__ Hand pockets
Zippered chest pocket
__Other:__ Stretch Binding at cuff and hem""";[Main Fabric] 100% Recycled Polyester;Half Snap Fleece
EQWFT03191;ESSENTIALHOODIE (RQZ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Pigment Garment Dye with Softener Wash for Vintage Look
Brushed Fleece
Tonal Embroidered Logo at Chest
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03191;ESSENTIALHOODIE (BGA0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Pigment Garment Dye with Softener Wash for Vintage Look
Brushed Fleece
Tonal Embroidered Logo at Chest
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03191;ESSENTIALHOODIE (GNZ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Pigment Garment Dye with Softener Wash for Vintage Look
Brushed Fleece
Tonal Embroidered Logo at Chest
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03191;ESSENTIALHOODIE (PFJ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Pigment Garment Dye with Softener Wash for Vintage Look
Brushed Fleece
Tonal Embroidered Logo at Chest
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03209;PAZ HALFZIP (WEG0);master;"&nbsp;";"__Fabric:__ Cotton rib knit [350 g/m2]
__Fit:__ Oversized fit
__Neck:__ Half zip
Cropped length
__Wash:__ Acid wash for a vintage look
French terry fabric
Colour blocked design
Elasticated cuffs and bottom
Recycled Quiksilver patch label on centre front panel";[Main Fabric] 100% Cotton;Half-Zip Sweatshirt
EQWFT03213;BOLEA BRASSIERE (RQZ0);master;"&nbsp;";"__Fabric:__ Flat back rib cotton [350 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Light wash for a soft hand-feel
Elasticated hem
Quiksilver lettering HD print on front
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Sweatshirt
EQYPF03072;NO DESTINATION (CRE6);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
WarmFlight technology for heat retention with high breathability
MADE BETTER
Made with 1recycled polyester fibres from textile Waste and plastic bottles
__Fabric:__ Micro fleece
Jiaren Recycled Polyester, recycled polyester, 190 g/m2
FEATURES
__Fit:__ Regular fit 
__Pockets:__ Hand pockets
Zippered chest pocket
__Other:__ Stretch Binding at cuff and hem""";[Main Fabric] 100% Recycled Polyester;Half Snap Fleece
EQWPF03002;CROPPEDVEST (GNZ0);master;"&nbsp;";"__Fabric:__ Recycled Polyester Fleece, 315 g/m2
__Fit:__ Boxy Crop Fit
Side Seam Pockets
Elasticated Binding at Armholes
Centre Front and Bottom Hem
Snaps at Front Opening
Seasonal Rubber Patch at Chest";[Main Fabric] 100% Recycled Polyester;Sleeveless Sherpa Vest
EQWFB03064;BOLEA FLEECE SH (GNZ0);master;"&nbsp;";"__Fabric:__ Flat back rib cotton [350 g/m2]
__Fit:__ Classic, comfortable regular fit
Elasticated waist with drawcord
Quiksilver lettering HD print on left hand side leg
Quiksilver recycled label pack";[Main Fabric] 100% Cotton;Sweat Shorts
EQYPF03065;CLEAN COAST BLO (GNZ0);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
WarmFlight technology for heat retention with high breathability
MADE BETTER
Made with 1recycled polyester fibres from textile Waste and plastic bottles
__Fabric:__ 1 face brushed fleece
Jiaren Recycled Polyester, recycled polyester, 230g/m2
FEATURES
__Fit:__ regular fit
__Pockets:__ Kangaroo pocket
__Other:__ Stretch Binding at cuff and elastic draw cord at hem with contrast colour blocking at sleeves and shoulder";[Main Fabric] 100% Recycled Polyester;Full Zip Fleece
EQWFT03213;BOLEA BRASSIERE (GNZ0);master;"&nbsp;";"__Fabric:__ Flat back rib cotton [350 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Light wash for a soft hand-feel
Elasticated hem
Quiksilver lettering HD print on front
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Sweatshirt
EQWFT03210;BRIGHTCW (BLC6);master;"&nbsp;";"__Fabric:__ organic cotton [300 g/m2]
__Fit:__ Oversized fit
__Neck:__ Crew neckline
Cropped length
__Wash:__ Garment wash with soft hand-feel
French terry fabric
Yarn-dyed stripes
Rib knit cuffs
Straight bottom hem
Recycled Quiksilver label pack
Quiksilver lettering HD print on front";[Main Fabric] 100% Organic Cotton;Sweatshirt
EQWFT03210;BRIGHTCW (RQZ6);master;"&nbsp;";"__Fabric:__ organic cotton [300 g/m2]
__Fit:__ Oversized fit
__Neck:__ Crew neckline
Cropped length
__Wash:__ Garment wash with soft hand-feel
French terry fabric
Yarn-dyed stripes
Rib knit cuffs
Straight bottom hem
Recycled Quiksilver label pack
Quiksilver lettering HD print on front";[Main Fabric] 100% Organic Cotton;Sweatshirt
EQWFT03188;STANDARDCREW (GNZ0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Crew Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Woven Flag Label at Left Side";[Main Fabric] 100% Organic Cotton;Crew Neck
EQWFT03188;STANDARDCREW (WEG0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Crew Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Woven Flag Label at Left Side";[Main Fabric] 100% Organic Cotton;Crew Neck
EQWFT03189;STANDARDHOODIE (TKS0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQYPF03081;KELLER OUTDOOR (SJSH);master;"&nbsp;";"__Use:__ Everyday Adventure
BENEFITS
Warmflight technology for heat retention with high breathability
MADE BETTER
__Fabric:__ Polyester fabric [300 g/m2]
FEATURES
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Hand pockets
1 zip-up chest pocket
Stretch binding at cuff and hem

";[Main Fabric] 100% Polyester;Zip-Up Technical Fleece
EQWFT03189;STANDARDHOODIE (GCC0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03189;STANDARDHOODIE (BLC0);master;"&nbsp;";"__Fabric:__ Organic Cotton, 300 g/m2
__Fit:__ Standard Fit
__Neck:__ Hood Neck
__Wash:__ Garment Wash
Brushed Fleece
Seasonal Graphics
Rib 2x2 at Collar
Cuffs
And Bottom
Self-Fabric Hood Lining
Tonal Drawcord
Pouch Pocket";[Main Fabric] 100% Organic Cotton;Hoodie
EQWFT03211;TARIJA HOODIE W (SJSH);master;"&nbsp;";"__Fabric:__ Organic cotton French terry [300 g/m2]
__Fit:__ Standard dad fit
__Neck:__ Hood neck
__Wash:__ Enzyme wash
Quiksilver HD print on centre front
Rib knit cuffs and hem
Jersey lining in hood
Flat cotton drawcord
Woven flag label with Quiksilver lettering on left hand side";[Main Fabric] 100% Organic Cotton;Hoodie
EQWKD03042;COOLMORE (WEG6);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton and elastane [180 g/m2]
__Fit:__ Bike suit fit
Button front closure
All-over printed design
Quiksilver recycled label pack";[Main Fabric] 95% Organic Cotton, 5% Elastane;Bike Suit Playsuit
EQWKT03217;MERCURY AMERICA (BPC0);master;"&nbsp;";"__Fabric:__ Recycled polyester mesh [170 g/m2]
__Fit:__ Boyfriend fit for an oversized look, cropped for a shorter length
__Neck:__ Crew neckline
Quiksilver Mercury graphic on chest and back
Rib knit collar
Quiksilver Mercury label pack";[Main Fabric] 100% Recycled Polyester;T-Shirt
EQWKT03211;RIZA STRIPED TA (CMK3);master;"&nbsp;";"__Fabric:__ Cotton polyester elastane [260 g/m2]
__Fit:__ Tank fit
Contrasted rib knit collar and armholes
__Wash:__ Garment wash with soft hand-feel
Quiksilver patched on left bottom hem";[Main Fabric] 77% Cotton, 18% Polyester, 5% Elastane;Vest Top
EQWKT03216;SWINFORD TANK (PTH0);master;"&nbsp;";"__Fabric:__ Recycled polyester mesh [170 g/m2]
__Fit:__ Boyfriend tank fit
__Neck:__ Crew neckline
Quiksilver Mercury graphic on chest
Matching fabric biding at armholes and collar
Quiksilver Mercury label pack";[Main Fabric] 100% Recycled Polyester;Vest Top
EQYKT04412;OKANO JACQUARD (WEG2);master;"&nbsp;";"__Fabric:__ Cotton jersey fabric [160 g/m2]
Yarn-dyed stripes
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Rib knit on collar
Recycled Quiksilver woven label inserted in side seam";[Main Fabric] 100% Cotton;T-Shirt
EQYHA03412;DRIFTER CANVAS (GPB6);master;"&nbsp;";"__Fabric:__ Cotton canvas fabric
__Construction:__ Unstructured 6-panel construction
__Visor:__ Flat bill
__Closure:__ Snap back closure
__Branding:__ Embroidery logo";[Main Fabric] 100% Cotton;Snapback Cap
EQYL100070;CARVER (SDC);master;"&nbsp;";"Soft suede leather upper and footbed
Finely woven nylon toe post with herringbone texture
Compression moulded footbed and midsole with built-in arch, heel, and forefoot support
Engineered gum rubber outsole incorporates multi angled logo lugs for added traction";Upper: 94% Suede Leather/ 5% Textile Nylon/ 1% Tpr, Lining: 100% Suede Leather, Outsole: 100% Tpr;Sandals
EQYL100070;CARVER (CVJ2);master;"&nbsp;";"Soft suede leather upper and footbed
Finely woven nylon toe post with herringbone texture
Compression moulded footbed and midsole with built-in arch, heel, and forefoot support
Engineered gum rubber outsole incorporates multi angled logo lugs for added traction";Upper: 94% Suede Leather/ 5% Textile Nylon/ 1% Tpr, Lining: 100% Suede Leather, Outsole: 100% Tpr;Sandals
EQYL100074;MOLOKAI (CVJ1);master;"&nbsp;";"Water friendly Vegan nubuck leather upper and footbed
Wrapped nylon toe post made with regenerated Econyl¨ nylon fibres
Soft recycled polyester jersey lining
Memory foam padded deck with stitch detailing
Offset, multi layered blown rubber midsole and outsole with ""Laser Grip"" sipe grooves for improved traction";Upper: 98% Pu Nubuck/ 2% Polyester Textile, Lining: 100% Polyester Textile, Insole Lining: 100% Pu Nubuck, Outsole: 100% Sponge Rubber;Sandals
AQYL101428;MOLOKAI (KVJ0);master;"&nbsp;";"__Upper:__ Synthetic upper fabric 
__Outsole:__ Rubber outsole";Upper: Synthetic, Outsole: Rubber;Flip-Flops
EQJL100004;W DOCKYARD RF (KVJ1);master;"&nbsp;";"One piece strap
One piece injection moulded footbed with heel cup and arch contours
Engineered outsole design for flexibility and grip";Upper: 100% Synthetic Eva, Lining: 100% Textile Polyester, Outsole: 100% Synthetic Tpr;Sandals
EQYL100090;CLOGG (KVJ1);master;"&nbsp;";"Lightweight one piece injected style
closed toe with nylon strap
moulded footbed with heel cup and arch contours
Engineered outsole design for flexibility and grip";Upper: 85% Eva/ 12% Polyester Textile/ 3% Plastic Buckle Synthetic, Lining: N/A, Outsole: 100% Eva;Sandals
EQYL100066;CARVER (SDC);master;"&nbsp;";"Soft suede leather upper with contrast stitching
Finely woven nylon toe post with herringbone texture
Compression moulded, slip resistant, textured footbed
Moulded contour midsole with built-in arch, heel, and forefoot support
Engineered blown rubber outsole incorporates multi angled logo lugs for added traction";Upper: 94% Suede Leather/ 6% Textile Nylon, Lining: 100% Suede Leather, Outsole: 100% Tpr;Sandals
EQYL100083;MOLOKAISTRIPE26 (KVJ1);master;"&nbsp;";"Flexible 3 point synthetic rubber strap with Quiksilver seasonal art from boardshorts
Slip resistant textured footbed
Pop colour pin lines in sidewall tying into colourway
Re-engineered blown rubber outsole incorporates multi angled logo lugs for added traction";Upper: 100% Synthetic Tr, Lining: 100% Synthetic Tr, Outsole: 100% Sponge Rubber;Flip-Flops
AQYL101354;RIVI WORDMRKSLD (NVY);master;"&nbsp;";"__Fabric:__ Water friendly soft TPR upper fabric
__Footbed:__ Ultra soft Hydroboundª footbed with anatomically correct contours
__Outsole:__ Rubber outsole
Slip resistant branded outsole
__Lining:__ Microfiber liner";Upper: Synthetic, Outsole: Rubber;Slider Sandals
AQYL100047;MONKEY ABYSS (CRE0);master;"&nbsp;";"Washed cotton canvas upper with frayed edges
Soft polyester-lined strap
Double layered toe-post
Dual-density mid-sole for comfort and support
Anatomically correct arch support
Outsole with logo herringbone pattern for traction";Upper: Textile / Lining: Textile / Outsole: Textile - Rubberlon For Non-USA;Sandals
AQYL101381;DOCKYARD (BLC0);master;"&nbsp;";"__Upper:__ Synthetic upper
__Footbed:__ One-piece injection moulded footbed with heel cup and arch contours
__Outsole:__ Engineered outsole design for flexibility and grip
__Lining:__ Textile lining";Upper: Synthetic/Lining: Textile/Outsole: EVA;Sandals
EQYL100093;MOLOKAI LAYBACK (CMK6);master;"&nbsp;";"Canvas strap with a soft polyester woven lining
Finely woven nylon toe post with herringbone texture
Uniform thickness, slip resistant, textured footbed with seasonal boardshort and tee graphics
Moulded contour midsole with built-in arch, heel, and forefoot support
Engineered blown rubber outsole incorporates multi angled logo lugs for added traction";Upper: 100% Cotton Textile, Lining: 100% Polyester Textile, Outsole: 100% Sponge Rubber;Sandals
EQYL100060;CARVER (KVJ2);master;"&nbsp;";"Water friendly vegan nubuck leather upper and footbed materials
Finely woven nylon toe post made with recycled nylon fibres
Soft recycled polyester jersey lining for comfort
Vegan nubuck leather footbed with anatomically correct arch support, heel contour and toe bar
Engineered gum rubber outsole incorporates multi-angled logo lugs for added traction";Upper: 95% Synthetic + 5% Polyester/ Lining: 100% Textile / Outsole: 100% Tpr;Sandals
